player_name,position,position_group,from_team,to_team,move_type,2024_grade,projected_2025_grade,grade_change,snap_percentage_2024,snap_tier,impact_score,impact_tier,importance_to_old_team,importance_to_new_team,contract_years,contract_value,aav,contract_tier,move_date,move_year
Derrick Nnadi,DT,Defense - Front,KC,NYJ,Free Agent Loss,6.0,0.0,-6.0,25.0,Backup,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Tommy Townsend,P,Special Teams,KC,Hou,Free Agent Loss,7.0,0.0,-7.0,100.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Tershawn Wharton,DT,Defense - Front,KC,Car,Free Agent Loss,6.8,0.0,-6.8,50.0,Rotational,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
D.J. Humphries,LT,Offense - Line,KC,SF,Free Agent Loss,6.0,0.0,-6.0,30.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
DeAndre Hopkins,WR1,Offense - Skill,KC,Bal,Free Agent Loss,7.2,0.0,-7.2,58.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
L'Jarius Sneed,CB1,Defense - Secondary,KC,Ten,Trade,8.5,0.0,-8.5,90.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Joe Thuney,LG,Other,KC,Chi,Trade,8.8,0.0,-8.8,95.0,Workhorse,0.0,Negative,9.5,0.0,0,0,0.0,,2025-06-02,2025
Josh Simmons,LT,Offense - Line,DRAFT,KC,2025 Draft Pick #32,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,15200000,3800000.0,Role Player,2025-06-02,2025
Kenneth Gainwell,RB,Offense - Skill,Phi,Pit,Free Agent Loss,6.8,0.0,-6.8,25.0,Backup,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Justin Reid,S,Defense - Secondary,KC,NO,Free Agent Loss,8.0,0.0,-8.0,85.0,Workhorse,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Nick Allegretti,G,Offense - Line,KC,Was,Free Agent Loss,7.5,0.0,-7.5,60.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
James Gladstone,GM,Other,LAR,Jac,Front Office Hire,7.5,8.0,0.5,0.0,,0.0,Negative,7.0,9.5,5,30000000,6000000.0,Starter,2025-06-02,2025
Tony Boselli,EVP,Other,RETIRED,Jac,Front Office Hire,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.0,3,15000000,5000000.0,Role Player,2025-06-02,2025
Doug Pederson,HC,Coaching,Jac,FIRED,Coaching Change,4.0,0.0,-4.0,100.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Abdul Carter,EDGE,Defense - Front,DRAFT,NYG,2025 Draft Pick #3,0.0,8.5,8.5,0.0,,0.0,Negative,0.0,9.5,4,45260000,11315000.0,Starter,2025-06-02,2025
Darius Alexander,DT,Defense - Front,DRAFT,NYG,2025 Draft Pick #65,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,6500000,1625000.0,Role Player,2025-06-02,2025
Cam Skattebo,RB,Offense - Skill,DRAFT,NYG,2025 Draft Pick #105,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,4500000,1125000.0,Role Player,2025-06-02,2025
Marcus Mbow,G,Offense - Line,DRAFT,NYG,2025 Draft Pick #154,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Avonte Maddox,CB2,Defense - Secondary,Phi,Det,Free Agent Loss,7.0,0.0,-7.0,42.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Quincy Riley,CB2,Defense - Secondary,DRAFT,NO,2025 Draft Pick #131,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Azeez Ojulari,EDGE,Defense - Front,NYG,Phi,Free Agent Loss,7.2,0.0,-7.2,35.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Adoree Jackson,CB2,Defense - Secondary,NYG,Phi,Free Agent Loss,6.9,0.0,-6.9,65.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Isaiah Simmons,LB,Defense - Second,NYG,GB,Free Agent Loss,6.0,0.0,-6.0,17.0,Backup,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Drew Lock,QB,Offense - Skill,NYG,Sea,Free Agent Loss,5.5,0.0,-5.5,10.0,Backup,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Dennis Allen,COACH,Coaching,NO,Chi,Coaching Change,4.0,0.0,-4.0,100.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Kellen Moore,COACH,Coaching,Phi,NO,Coaching Hire,9.0,8.5,-0.5,0.0,,0.0,Negative,0.0,9.5,4,25000000,6250000.0,Starter,2025-06-02,2025
Devin Neal,RB,Offense - Skill,DRAFT,NO,2025 Draft Pick #184,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Kelvin Banks Jr.,LT,Offense - Line,DRAFT,NO,2025 Draft Pick #9,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.5,4,33000000,8250000.0,Starter,2025-06-02,2025
Tyler Shough,QB,Offense - Skill,DRAFT,NO,2025 Draft Pick #40,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,9.0,4,9500000,2375000.0,Role Player,2025-06-02,2025
Vernon Broughton,DT,Defense - Front,DRAFT,NO,2025 Draft Pick #71,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,5800000,1450000.0,Role Player,2025-06-02,2025
Jonas Sanker,S,Defense - Secondary,DRAFT,NO,2025 Draft Pick #93,0.0,7.2,7.2,0.0,,0.0,Negative,0.0,7.5,4,4800000,1200000.0,Role Player,2025-06-02,2025
Danny Stutsman,LB,Defense - Second,DRAFT,NO,2025 Draft Pick #112,0.0,7.8,7.8,0.0,,0.0,Negative,0.0,8.5,4,4200000,1050000.0,Role Player,2025-06-02,2025
Jaxson Dart,QB,Offense - Skill,DRAFT,NYG,2025 Draft Pick #25 (via trade),0.0,6.8,6.8,0.0,,0.0,Negative,0.0,9.0,4,16977000,4244250.0,Role Player,2025-06-02,2025
Omarr Norman-Lott,DT,Defense - Front,DRAFT,KC,2025 Draft Pick #63,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,8100000,2025000.0,Role Player,2025-06-02,2025
Ashton Gillotte,EDGE,Defense - Front,DRAFT,KC,2025 Draft Pick #66,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,7800000,1950000.0,Role Player,2025-06-02,2025
Nohl Williams,CB2,Defense - Secondary,DRAFT,KC,2025 Draft Pick #85,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,6200000,1550000.0,Role Player,2025-06-02,2025
Jalen Royals,WR2,Offense - Skill,DRAFT,KC,2025 Draft Pick #133,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,4800000,1200000.0,Role Player,2025-06-02,2025
Jeffrey Bassa,LB,Defense - Second,DRAFT,KC,2025 Draft Pick #156,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Brashard Smith,RB,Offense - Skill,DRAFT,KC,2025 Draft Pick #228,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
C.J. Gardner-Johnson,S,Defense - Secondary,Phi,Hou,Trade,8.0,0.0,-8.0,85.0,Workhorse,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Chris Orr,DEF_QC,Other,JSU,KC,Coaching Hire,6.5,7.0,0.5,0.0,,0.0,Negative,5.0,6.5,2,800000,400000.0,Rookie/Minimum,2025-06-02,2025
Pete Carroll,HC,Coaching,RETIRED,LV,Coaching Hire,0.0,9.0,9.0,0.0,,0.0,Negative,0.0,10.0,3,25000000,8333333.333333333,Starter,2025-06-02,2025
Chip Kelly,OC,Coaching,UCLA,LV,Coaching Hire,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.0,3,8000000,2666666.6666666665,Role Player,2025-06-02,2025
Patrick Graham,DC,Coaching,LV,LV,Coaching Retention,7.0,7.5,0.5,0.0,,0.0,Negative,7.5,7.5,2,5000000,2500000.0,Role Player,2025-06-02,2025
Brennan Carroll,RB_COACH,Other,SEATTLE,LV,Coaching Hire,7.5,8.0,0.5,0.0,,0.0,Negative,7.0,8.5,3,2500000,833333.3333333334,Rookie/Minimum,2025-06-02,2025
Ashton Jeanty,RB,Offense - Skill,DRAFT,LV,2025 Draft Pick #6,0.0,8.5,8.5,0.0,,0.0,Negative,0.0,9.5,4,38500000,9625000.0,Starter,2025-06-02,2025
Jack Bech,WR2,Offense - Skill,DRAFT,LV,2025 Draft Pick #42,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,12800000,3200000.0,Role Player,2025-06-02,2025
Darien Porter,CB1,Defense - Secondary,DRAFT,LV,2025 Draft Pick #65,0.0,7.2,7.2,0.0,,0.0,Negative,0.0,8.0,4,8200000,2050000.0,Role Player,2025-06-02,2025
Charles Grant,OT,Other,DRAFT,LV,2025 Draft Pick #78,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,6800000,1700000.0,Role Player,2025-06-02,2025
Caleb Rogers,G,Offense - Line,DRAFT,LV,2025 Draft Pick #89,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,6200000,1550000.0,Role Player,2025-06-02,2025
Dont'e Thornton Jr.,WR3,Offense - Skill,DRAFT,LV,2025 Draft Pick #115,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,4800000,1200000.0,Role Player,2025-06-02,2025
Oren Burks,LB,Defense - Second,Phi,Cin,Free Agent Loss,7.5,0.0,-7.5,14.0,Backup,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Milton Williams,DT,Defense - Front,Phi,NE,Free Agent Loss,8.2,0.0,-8.2,48.0,Rotational,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Derek Carr,QB,Offense - Skill,NO,RETIRED,Retirement,7.5,0.0,-7.5,85.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Trent Baalke,GM,Other,Jac,FIRED,Front Office Change,3.5,0.0,-3.5,100.0,Workhorse,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Tyler Booker,G,Offense - Line,DRAFT,Dal,2025 Draft Pick #12,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.0,4,28000000,7000000.0,Starter,2025-06-02,2025
Josh Sweat,EDGE,Defense - Front,Phi,Ari,Free Agent Loss,8.5,0.0,-8.5,59.0,Starter,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
A.J. Dillon,RB,Offense - Skill,GB,Phi,Free Agent Signing,0.0,6.5,6.5,0.0,,0.0,Negative,3.0,5.0,1,1100000,1100000.0,Role Player,2025-06-02,2025
Elijah Mitchell,RB,Offense - Skill,SF,KC,Free Agent Signing,0.0,6.5,6.5,0.0,,0.0,Negative,5.0,6.5,1,2500000,2500000.0,Role Player,2025-06-02,2025
John Spytek,GM,Other,TB,LV,Front Office Hire,8.5,8.5,0.0,0.0,,0.0,Negative,8.0,9.5,4,12000000,3000000.0,Role Player,2025-06-02,2025
DeMarcus Lawrence,EDGE,Defense - Front,Dal,Sea,Free Agent Loss,6.0,0.0,-6.0,25.0,Backup,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Jourdan Lewis,CB2,Defense - Secondary,Dal,Jac,Free Agent Loss,8.0,0.0,-8.0,85.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Rico Dowdle,RB,Offense - Skill,Dal,Car,Free Agent Loss,8.2,0.0,-8.2,75.0,Starter,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Andrew Mukuba,S,Defense - Secondary,DRAFT,Phi,2025 Draft Pick #45,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,8500000,2125000.0,Role Player,2025-06-02,2025
Zach Wilson,QB,Offense - Skill,Den,Mia,Free Agent Loss,5.5,0.0,-5.5,20.0,Backup,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Riley Dixon,P,Special Teams,Den,TB,Free Agent Loss,7.0,0.0,-7.0,100.0,Workhorse,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Tremon Smith,S,Defense - Secondary,Den,Hou,Free Agent Loss,6.5,0.0,-6.5,30.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Jahdae Barron,CB1,Defense - Secondary,DRAFT,Den,2025 Draft Pick #20,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.0,4,22500000,5625000.0,Starter,2025-06-02,2025
RJ Harvey,RB,Offense - Skill,DRAFT,Den,2025 Draft Pick #60,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,8500000,2125000.0,Role Player,2025-06-02,2025
Pat Bryant,WR2,Offense - Skill,DRAFT,Den,2025 Draft Pick #85,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,6800000,1700000.0,Role Player,2025-06-02,2025
Trikweze Bridges,CB2,Defense - Secondary,DRAFT,LAC,2025 Draft Pick #256,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,5.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Jihaad Campbell,LB,Defense - Second,DRAFT,Phi,2025 Draft Pick #31,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,12000000,3000000.0,Role Player,2025-06-02,2025
Tre'von Moehrig,S,Defense - Secondary,LV,Car,Free Agent Loss,7.0,0.0,-7.0,85.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Robert Spillane,LB,Defense - Second,LV,NE,Free Agent Loss,7.5,0.0,-7.5,90.0,Workhorse,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Nate Hobbs,CB2,Defense - Secondary,LV,GB,Free Agent Loss,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Aidan O'Connell,QB,Offense - Skill,LV,RELEASED,Cut,5.5,0.0,-5.5,40.0,Rotational,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Davis Webb,QB_COACH,Other,Den,Den,Promotion,7.0,7.5,0.5,0.0,,0.0,Negative,7.0,8.0,2,2000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Jim Leonhard,DB_COACH,Other,Den,Den,Promotion,7.0,7.5,0.5,0.0,,0.0,Negative,7.0,7.5,2,1800000,900000.0,Rookie/Minimum,2025-06-02,2025
Reed Burckhardt,AGM,Other,Den,Den,Promotion,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.0,3,3000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Jordan Dizon,SCOUT,Other,Phi,Den,Front Office Hire,7.5,7.5,0.0,0.0,,0.0,Negative,6.5,6.5,2,800000,400000.0,Rookie/Minimum,2025-06-02,2025
Donovan Ezeiruaku,EDGE,Defense - Front,DRAFT,Dal,2025 Draft Pick #44,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,8500000,2125000.0,Role Player,2025-06-02,2025
Shavon Revel Jr.,CB1,Defense - Secondary,DRAFT,Dal,2025 Draft Pick #76,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,5500000,1375000.0,Role Player,2025-06-02,2025
Jaydon Blue,RB,Offense - Skill,DRAFT,Dal,2025 Draft Pick #149,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Shemar James,LB,Defense - Second,DRAFT,Dal,2025 Draft Pick #152,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Brian Schottenheimer,COACH,Coaching,PROMOTION,Dal,Head Coach Promotion,7.0,7.5,0.5,0.0,,0.0,Negative,0.0,9.0,4,0,0.0,,2025-06-02,2025
Matt Eberflus,COACH,Coaching,Chi,Dal,Defensive Coordinator Hire,6.5,8.0,1.5,0.0,,0.0,Negative,0.0,8.5,3,0,0.0,,2025-06-02,2025
Brandin Cooks,WR1,Offense - Skill,Dal,NO,Free Agent Loss,7.5,0.0,-7.5,80.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Cooper Rush,QB,Offense - Skill,Dal,Bal,Free Agent Loss,6.5,0.0,-6.5,15.0,Backup,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Chuma Edoga,RT,Offense - Line,Dal,Jac,Free Agent Loss,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Denzel Burke,CB2,Defense - Secondary,DRAFT,Ari,2025 Draft Pick #167,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,3700000,925000.0,Rookie/Minimum,2025-06-02,2025
Hayden Conner,G,Offense - Line,DRAFT,Ari,2025 Draft Pick #172,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Kitan Crawford,DEPTH,Other,DRAFT,Ari,2025 Draft Pick #248,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Roy Lopez,DT,Defense - Front,Ari,FA,Free Agent Loss,6.5,0.0,-6.5,45.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Khyiris Tonga,DT,Defense - Front,Ari,Car,Free Agent Loss,6.8,0.0,-6.8,40.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Walter Nolen III,DT,Defense - Front,DRAFT,Ari,2025 Draft Pick #16,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.0,4,18500000,4625000.0,Role Player,2025-06-02,2025
Brandon Graham,EDGE,Defense - Front,Phi,RETIRED,Retirement,7.5,0.0,-7.5,45.0,Rotational,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
